Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
1158,1158,1158,1.4500239520431882e+18,2021-10-18 09:00:24+00:00,['1450023952043188227'],It’s not possible to be left or even the derogatory term of ‘hard’ left and want to harm another person. It’s against the mindset. There! Said it as it is.,it’s not possible to be left or even the derogatory term of ‘hard’ left and want to harm another person it’s against the mindset there said it as it is,True,False
1159,1159,1159,1.4500230594113083e+18,2021-10-18 08:56:52+00:00,['1450023059411308544'],@LemonsWaxed People are ill in some areas., people are ill in some areas,True,False
1160,1160,1160,1.4500225805141688e+18,2021-10-18 08:54:57+00:00,['1450022580514168836'],@jane738 @RhonddaBryant What is hard left?,  what is hard left,True,False
1161,1161,1161,1.4500223796237025e+18,2021-10-18 08:54:10+00:00,['1450022379623702529'],@RhonddaBryant Report them when you see it. If it’s just difference of opinion or you being held to account well it’s to be expected but as some keep pointing out it isn’t Corbyn or left thinkers thats a lie., report them when you see it if it’s just difference of opinion or you being held to account well it’s to be expected but as some keep pointing out it isn’t corbyn or left thinkers thats a lie,True,False
1162,1162,1162,1.4500214114022728e+18,2021-10-18 08:50:19+00:00,['1450021411402272772'],@nayright12 @Lovehasnowords1 What are you saying to get abuse?,  what are you saying to get abuse,True,False
1163,1163,1163,1.4499836068274012e+18,2021-10-18 06:20:05+00:00,['1449983606827401218'],@Matthew82069336 @JoanDevizes To make it appear we are a Democracy and push the elite narrative forward while looking slightly an anarchist to fool the fools.,  to make it appear we are a democracy and push the elite narrative forward while looking slightly an anarchist to fool the fools,True,False
1165,1165,1165,1.4499806601610158e+18,2021-10-18 06:08:23+00:00,['1449980660161015814'],@kellsley You need too or you will become physically and psychiatrically very ill. Stop caffeine and go for a long brisk walk. Put aside worries as they will be better dealt with a bright head. You can access mind therapy on YouTube. Choose a voice you like. Hope all is well soon. XX, you need too or you will become physically and psychiatrically very ill stop caffeine and go for a long brisk walk put aside worries as they will be better dealt with a bright head you can access mind therapy on youtube choose a voice you like hope all is well soon xx,True,False
1166,1166,1166,1.449637987717894e+18,2021-10-17 07:26:43+00:00,['1449637987717894145'],My son at it again. https://t.co/JHv7lENq2O,my son at it again ,True,False
1172,1172,1172,1.449373921829077e+18,2021-10-16 13:57:25+00:00,['1449373921829076992'],@soopagaz Charities are wrong., charities are wrong,True,False
1174,1174,1174,1.4493733739565056e+18,2021-10-16 13:55:15+00:00,['1449373373956505604'],Disgusting! https://t.co/8NA6ehUQgy,disgusting ,True,False
1175,1175,1175,1.4493728488045732e+18,2021-10-16 13:53:09+00:00,['1449372848804573190'],He is unquestionably ! https://t.co/0JEhqDFuVH,he is unquestionably  ,True,False
1178,1178,1178,1.449348074866987e+18,2021-10-16 12:14:43+00:00,['1449348074866987010'],@Keir_Starmer This is what happens when a hateful society is being created. I’m not looking forward 2the next years ahead when no one is looking after each other. All the dark methods employed 2undermine opponents. Fairly gained power is needed.Society is a broadchurch &amp; wins can be got fairly, this is what happens when a hateful society is being created i’m not looking forward 2the next years ahead when no one is looking after each other all the dark methods employed 2undermine opponents fairly gained power is neededsociety is a broadchurch amp wins can be got fairly,True,False
1179,1179,1179,1.4493458460725207e+18,2021-10-16 12:05:51+00:00,['1449345846072520706'],@br_nning A couple of Porsche Taycan Turbo S would be nice., a couple of porsche taycan turbo s would be nice,True,False
1181,1181,1181,1.4490980103492198e+18,2021-10-15 19:41:03+00:00,['1449098010349219844'],@justamemory_xx Cry in shame, cry in shame,True,False
1183,1183,1183,1.4490954704465306e+18,2021-10-15 19:30:57+00:00,['1449095470446530566'],@DonahueRogers Couldn’t make it up. She’s brutal, couldn’t make it up she’s brutal,True,False
1184,1184,1184,1.4490945781250376e+18,2021-10-15 19:27:24+00:00,['1449094578125037576'],@BorisJohnson @trussliz @GWRHelp Yes and we’re all kids.,   yes and we’re all kids,True,False
1185,1185,1185,1.4490088723253576e+18,2021-10-15 13:46:51+00:00,['1449008872325357572'],@SpitfireVC @Keir_Starmer From Israel with Love.,  from israel with love,True,False
1187,1187,1187,1.4489658340854743e+18,2021-10-15 10:55:49+00:00,['1448965834085474305'],"@BritainElects Only just, imagine a brexit policy it would be curtains today.", only just imagine a brexit policy it would be curtains today,True,False
1190,1190,1190,1.4489650667920507e+18,2021-10-15 10:52:47+00:00,['1448965066792050708'],@mellow_elephant @UKLabour @jeremycorbyn Left should infiltrate as the right did.,   left should infiltrate as the right did,True,False
1192,1192,1192,1.4488798154115236e+18,2021-10-15 05:14:01+00:00,['1448879815411523596'],@jon_trickett @JulietB270880 ANY other leader would be 20 points ahead now.,  any other leader would be 20 points ahead now,True,False
1193,1193,1193,1.448800056476328e+18,2021-10-14 23:57:05+00:00,['1448800056476327943'],Labour Party joking but not winning. Was better in2017 now look at it. https://t.co/ca3LUpsgb0,labour party joking but not winning was better in2017 now look at it ,True,False
1195,1195,1195,1.4487575348446536e+18,2021-10-14 21:08:07+00:00,['1448757534844653574'],@br_nning Do they care?, do they care,True,False
1196,1196,1196,1.448738661135229e+18,2021-10-14 19:53:07+00:00,['1448738661135228931'],@iampetmutton downfall to the bottom, downfall to the bottom,True,False
1197,1197,1197,1.448738465357648e+18,2021-10-14 19:52:21+00:00,['1448738465357647874'],@Mariart44 Moving on., moving on,True,False
1198,1198,1198,1.4487382987263877e+18,2021-10-14 19:51:41+00:00,['1448738298726387721'],"The Clark family from Street, 2 which my great grandfather was a founding member, would turn in their graves knowing what greed is doing 2their legacy. Look at Kellogg’s from America their legacy spoiled by the greedy capitalists too steeling workers rights &amp; paying poorly.",the clark family from street 2 which my great grandfather was a founding member would turn in their graves knowing what greed is doing 2their legacy look at kellogg’s from america their legacy spoiled by the greedy capitalists too steeling workers rights amp paying poorly,True,False
1199,1199,1199,1.4486658999222968e+18,2021-10-14 15:04:00+00:00,['1448665899922296832'],@LpoolWaltonCLP So Liverpool will be dismantled by the new Tory Labour Party. They found a way haven’t they to chop Liverpool up. RIP LIVERPOOL., so liverpool will be dismantled by the new tory labour party they found a way haven’t they to chop liverpool up rip liverpool,True,False
1200,1200,1200,1.448665487685075e+18,2021-10-14 15:02:21+00:00,['1448665487685074944'],Good idea! Get to it! https://t.co/7EMcoRQe98,good idea get to it ,True,False
1202,1202,1202,1.4486646816823337e+18,2021-10-14 14:59:09+00:00,['1448664681682333709'],Is Labour now more dangerous than the Tories?,is labour now more dangerous than the tories,True,False
1203,1203,1203,1.4486546918233252e+18,2021-10-14 14:19:27+00:00,['1448654691823325192'],@BritainElects @YouGov What! Labour so far behind?,  what labour so far behind,True,False
1206,1206,1206,1.4485201521910497e+18,2021-10-14 05:24:51+00:00,['1448520152191049729'],@craigcooper78 I’m not sure he did his best https://t.co/5WuqzrnnpJ, i’m not sure he did his best ,True,False
1208,1208,1208,1.4485189511982408e+18,2021-10-14 05:20:04+00:00,['1448518951198240773'],@Matthew82069336 Sometimes we cant help being like wonky shopping trolleys to others., sometimes we cant help being like wonky shopping trolleys to others,True,False
1209,1209,1209,1.4484016750273536e+18,2021-10-13 21:34:03+00:00,['1448401675027353602'],@p_thursty @quiscustodis @BeckettUnite You don’t get it.,   you don’t get it,True,False
1211,1211,1211,1.44798177376231e+18,2021-10-12 17:45:31+00:00,['1447981773762310144'],Anyone know what’s wrong with internet in BANES area?,anyone know what’s wrong with internet in banes area,True,False
1212,1212,1212,1.4478448760333967e+18,2021-10-12 08:41:32+00:00,['1447844876033396736'],@Jackiew80333500 Starter Mandleson, starter mandleson,True,False
1213,1213,1213,1.4478271901801925e+18,2021-10-12 07:31:16+00:00,['1447827190180192257'],"@MarinaPurkiss Yes it’s less state control learning and patrolling teachers, more learning and activities.", yes it’s less state control learning and patrolling teachers more learning and activities,True,False
1214,1214,1214,1.447826582333272e+18,2021-10-12 07:28:51+00:00,['1447826582333272066'],@ArfurSmith Bryan Berry, bryan berry,True,False
1215,1215,1215,1.4478089308983992e+18,2021-10-12 06:18:42+00:00,['1447808930898399232'],@HamIamCA @mhdksafa What is the trail of tears?,  what is the trail of tears,True,False
1217,1217,1217,1.4477968711335322e+18,2021-10-12 05:30:47+00:00,['1447796871133532160'],True https://t.co/5FZKqvDlo8,true ,True,False
1218,1218,1218,1.4477964752123208e+18,2021-10-12 05:29:13+00:00,['1447796475212320771'],@DrewLawDesign Eat it, eat it,True,False
1219,1219,1219,1.447796344970748e+18,2021-10-12 05:28:42+00:00,['1447796344970747905'],@Dave_Smith1970 Yep more than ever, yep more than ever,True,False
1222,1222,1222,1.447543367374721e+18,2021-10-11 12:43:27+00:00,['1447543367374721025'],@mhdksafa Good on you! Well done!, good on you well done,True,False
1226,1226,1226,1.4475419171857162e+18,2021-10-11 12:37:41+00:00,['1447541917185716226'],@gymlifeanimal Ok, ok,True,False
1229,1229,1229,1.4474597738724762e+18,2021-10-11 07:11:17+00:00,['1447459773872476161'],@Bbmorg Yep by lots of people because he is supposed to be allegedly a naughty boy., yep by lots of people because he is supposed to be allegedly a naughty boy,True,False
1230,1230,1230,1.4470673772088566e+18,2021-10-10 05:12:02+00:00,['1447067377208856578'],@mozzaedwards He’ll drop you soon as he did with others, he’ll drop you soon as he did with others,True,False
1231,1231,1231,1.4470672223215452e+18,2021-10-10 05:11:25+00:00,['1447067222321545219'],@kidmago @Normanjam671 Wouldn’t know but it is what it is.,  wouldn’t know but it is what it is,True,False
1235,1235,1235,1.4468662619090698e+18,2021-10-09 15:52:52+00:00,['1446866261909069832'],@Normanjam671 What’s the new term?, what’s the new term,True,False
1236,1236,1236,1.446865138129199e+18,2021-10-09 15:48:25+00:00,['1446865138129199107'],So true-you are only allowed to eat coal and sleep on concrete floors when you are poor according to Tories https://t.co/f8Yg9vFuQ5,so trueyou are only allowed to eat coal and sleep on concrete floors when you are poor according to tories ,True,False
1238,1238,1238,1.446830597230502e+18,2021-10-09 13:31:09+00:00,['1446830597230501902'],@toryboypierce @Tesco Bet it’s his staff doing all the grafting bet he knows naff all.,  bet it’s his staff doing all the grafting bet he knows naff all,True,False
1242,1242,1242,1.4468279641177006e+18,2021-10-09 13:20:42+00:00,['1446827964117700617'],@ViridisLumen1 @Heidis9Lives @BBCPolitics True,   true,True,False
1243,1243,1243,1.446814934126547e+18,2021-10-09 12:28:55+00:00,['1446814934126546949'],Go on son! https://t.co/y8MauXJfCg,go on son ,True,False
1245,1245,1245,1.4467899876603576e+18,2021-10-09 10:49:47+00:00,['1446789987660357633'],https://t.co/pQZlzeFWJ7,,True,False
1246,1246,1246,1.446772753852473e+18,2021-10-09 09:41:18+00:00,['1446772753852473344'],He’s right isn’t he? https://t.co/iUGSg8BFeV,he’s right isn’t he ,True,False
1247,1247,1247,1.4467725706997473e+18,2021-10-09 09:40:35+00:00,['1446772570699747330'],@SteveM0365 Missing drain cover he is bound to find it., missing drain cover he is bound to find it,True,False
1248,1248,1248,1.4467719068295004e+18,2021-10-09 09:37:56+00:00,['1446771906829500419'],@johnredwood It’s complicated so don’t worry yourself about it., it’s complicated so don’t worry yourself about it,True,False
1249,1249,1249,1.4467714709951816e+18,2021-10-09 09:36:13+00:00,['1446771470995181572'],@Chris08505199 Yes it’s exploring any problem it can to change rules fir their own benefit., yes it’s exploring any problem it can to change rules fir their own benefit,True,False
1250,1250,1250,1.446770860644262e+18,2021-10-09 09:33:47+00:00,['1446770860644261891'],@Jamesrus42 The Tory party, the tory party,True,False
1251,1251,1251,1.446731669717889e+18,2021-10-09 06:58:03+00:00,['1446731669717889026'],"@andreafm44 @MHarris360 @ToryFibs Doesn’t he keep manufacturing false reasons to expel people from his party, that isn’t fair, so why can’t he be annoyed with a gentle name playing?",   doesn’t he keep manufacturing false reasons to expel people from his party that isn’t fair so why can’t he be annoyed with a gentle name playing,True,False
1252,1252,1252,1.4465496561677148e+18,2021-10-08 18:54:48+00:00,['1446549656167714853'],True words https://t.co/hCdKdiFXF9,true words ,True,False
1254,1254,1254,1.446340811193471e+18,2021-10-08 05:04:55+00:00,['1446340811193470989'],You can work as a driver at dominoes pizza for £12 an hour and have a case load as a qualified nurse of 30 patients and get £15.50 an hour. The nuts pays approx 150 for profession registration too. Which job would you pick?,you can work as a driver at dominoes pizza for £12 an hour and have a case load as a qualified nurse of 30 patients and get £1550 an hour the nuts pays approx 150 for profession registration too which job would you pick,True,False
1255,1255,1255,1.446338968832856e+18,2021-10-08 04:57:36+00:00,['1446338968832856091'],@JasonManford @earthygirl011 My point too give everyone a pay rise and the economy will thrive.,  my point too give everyone a pay rise and the economy will thrive,True,False
1256,1256,1256,1.4463384040698225e+18,2021-10-08 04:55:21+00:00,['1446338404069822473'],@jonlis1 Most of these name choices make me think Labour is dead they are all Tory lite. You all have no insight., most of these name choices make me think labour is dead they are all tory lite you all have no insight,True,False
1260,1260,1260,1.4461104658310308e+18,2021-10-07 13:49:37+00:00,['1446110465831030788'],@Rubicon23 @Bazza315 That I can’t believe,  that i can’t believe,True,False
1261,1261,1261,1.4461100791413023e+18,2021-10-07 13:48:04+00:00,['1446110079141302272'],@SteveM0365 Fool, fool,True,False
1262,1262,1262,1.446008430477648e+18,2021-10-07 07:04:10+00:00,['1446008430477647873'],@RoundLike @ukiswitheu How come she would be anti this now but wouldn’t dare when Corbyn was around?,  how come she would be anti this now but wouldn’t dare when corbyn was around,True,False
1263,1263,1263,1.4460076398723525e+18,2021-10-07 07:01:01+00:00,['1446007639872352260'],Food banks are there to feed the poor food and accepted to make the upper class feel good?,food banks are there to feed the poor food and accepted to make the upper class feel good,True,False
1266,1266,1266,1.4457851208042043e+18,2021-10-06 16:16:48+00:00,['1445785120804204559'],@iwaslabour Oh good we can all buy businesses with big assets with the Labour blessing., oh good we can all buy businesses with big assets with the labour blessing,True,False
1267,1267,1267,1.4457846734062428e+18,2021-10-06 16:15:02+00:00,['1445784673406242826'],@thisischerilyn @BorisJohnson Stop the bloody boozing.,  stop the bloody boozing,True,False
1268,1268,1268,1.4457839595356406e+18,2021-10-06 16:12:11+00:00,['1445783959535640581'],@Mariart44 Forget and move on., forget and move on,True,False
1269,1269,1269,1.4457837397331845e+18,2021-10-06 16:11:19+00:00,['1445783739733184524'],@johnredwood No shit!, no shit,True,False
1272,1272,1272,1.4456749958211215e+18,2021-10-06 08:59:13+00:00,['1445674995821121549'],@Groundhogg4 @ClaudiaWebbe Immature reply and you know it,  immature reply and you know it,True,False
1277,1277,1277,1.445284704127705e+18,2021-10-05 07:08:20+00:00,['1445284704127705089'],@Kevin_Maguire I don’t recall you ever said anything about Corbyn being kicked or punched on head with egg in hand and Corbyn is an absolute gent., i don’t recall you ever said anything about corbyn being kicked or punched on head with egg in hand and corbyn is an absolute gent,True,False
1282,1282,1282,1.445085671492817e+18,2021-10-04 17:57:27+00:00,['1445085671492816923'],@con1601 @DrFrancesRyan This is what I’m talking about.,  this is what i’m talking about,True,False
1283,1283,1283,1.4450390399298888e+18,2021-10-04 14:52:09+00:00,['1445039039929888771'],@Afanasiew Tory in charge, tory in charge,True,False
1285,1285,1285,1.4447591309259323e+18,2021-10-03 20:19:53+00:00,['1444759130925932553'],What will Liverpool Labour do at the next election when their  party is now right wing? Starmer is courting the Sun. Never buy the Sun or ever vote Tory.,what will liverpool labour do at the next election when their  party is now right wing starmer is courting the sun never buy the sun or ever vote tory,True,False
1286,1286,1286,1.4447424569191834e+18,2021-10-03 19:13:38+00:00,['1444742456919183362'],@TurnItUp79 Yes, yes,True,False
1287,1287,1287,1.4446368775297884e+18,2021-10-03 12:14:06+00:00,['1444636877529788416'],@StevenHurst1977 Only the bit about nurses and he got heckled; and his lovers try to use that to suggest they were insensitive about his mum he was exploiting., only the bit about nurses and he got heckled and his lovers try to use that to suggest they were insensitive about his mum he was exploiting,True,False
1290,1290,1290,1.4443620971025695e+18,2021-10-02 18:02:13+00:00,['1444362097102569477'],@_NicoleNonya Starmer he’s so deadpan, starmer he’s so deadpan,True,False
1292,1292,1292,1.444349223604994e+18,2021-10-02 17:11:04+00:00,['1444349223604994052'],@MattDerdaMusic Blonde, blonde,True,False
1293,1293,1293,1.444292483937149e+18,2021-10-02 13:25:36+00:00,['1444292483937148931'],@Sonia_ar7 79, 79,True,False
1294,1294,1294,1.4442918494940897e+18,2021-10-02 13:23:05+00:00,['1444291849494089729'],@ShabanaMahmood @UKLabour Can’t understand why or what is to be gained by Labour uk. The people behind the doors can’t possible know Labour is not their party. They are the most undemocratic party today. Hope they wake soon.,  can’t understand why or what is to be gained by labour uk the people behind the doors can’t possible know labour is not their party they are the most undemocratic party today hope they wake soon,True,False
1295,1295,1295,1.444196983472902e+18,2021-10-02 07:06:07+00:00,['1444196983472902145'],"@Andrew_Adonis Why don’t you bring in Labour’s previous election brexit policy for the geneneral election next time. Starmer will be agreeing to it won’t he, it was his idea?", why don’t you bring in labour’s previous election brexit policy for the geneneral election next time starmer will be agreeing to it won’t he it was his idea,True,False
1296,1296,1296,1.4441960289541284e+18,2021-10-02 07:02:19+00:00,['1444196028954128386'],@ElunedAnderson Yep most of us would bc of trust, yep most of us would bc of trust,True,False
1297,1297,1297,1.4441782426808934e+18,2021-10-02 05:51:39+00:00,['1444178242680893441'],🇲🇰🇲🇰🇲🇰🇲🇰https://t.co/3jkru2puiD🇲🇰🇲🇰🇲🇰🇲🇰,,True,False
1298,1298,1298,1.4441774453352284e+18,2021-10-02 05:48:29+00:00,['1444177445335228419'],https://t.co/3jkru2puiD,,True,False
1299,1299,1299,1.44400850309453e+18,2021-10-01 18:37:10+00:00,['1444008503094530052'],"@Barrathy74 @steveeejg Steve- Then you must change your life style, care about others, contribute to people &amp; their lives every day and then who knows your life might become optimistic. You can do it!",  steve then you must change your life style care about others contribute to people amp their lives every day and then who knows your life might become optimistic you can do it,True,False
1300,1300,1300,1.443964660764615e+18,2021-10-01 15:42:57+00:00,['1443964660764614671'],@BenjyNtheMonkey Charging parks, charging parks,True,False
1301,1301,1301,1.443964385211388e+18,2021-10-01 15:41:51+00:00,['1443964385211387914'],@LukeEdwardsTele Then starmer laughed knowing it was the Labour brexit vote nonsense., then starmer laughed knowing it was the labour brexit vote nonsense,True,False
1302,1302,1302,1.4439578077248348e+18,2021-10-01 15:15:43+00:00,['1443957807724834820'],@ReturnofR It’s mood related so it’s all in turns, it’s mood related so it’s all in turns,True,False
1303,1303,1303,1.4439572237392325e+18,2021-10-01 15:13:24+00:00,['1443957223739232259'],@Joealle83391495 Yes, yes,True,False
1304,1304,1304,1.4439570057151857e+18,2021-10-01 15:12:32+00:00,['1443957005715185669'],@hulkswag85 Probably but with very heavy heart., probably but with very heavy heart,True,False
1305,1305,1305,1.4438523253034885e+18,2021-10-01 08:16:34+00:00,['1443852325303488512'],@WestCraske595 @mcdee_andy @Rose_Monarch Would they say those words blatantly?,   would they say those words blatantly,True,False
1306,1306,1306,1.4438388877392077e+18,2021-10-01 07:23:10+00:00,['1443838887739207714'],@mcdee_andy @Rose_Monarch I can see that happening,  i can see that happening,True,False
1307,1307,1307,1.4438205339136328e+18,2021-10-01 06:10:14+00:00,['1443820533913632768'],@showbizwhines1 @officialKeef Ta!,  ta,True,False
1309,1309,1309,1.4438054838030623e+18,2021-10-01 05:10:26+00:00,['1443805483803062279'],This is true isn’t it? https://t.co/9ZvQ9H4xLo,this is true isn’t it ,True,False
1310,1310,1310,1.4438049718756352e+18,2021-10-01 05:08:24+00:00,['1443804971875635201'],@stephen17859135 @officialKeef Wow that’s arrogant,  wow that’s arrogant,True,False
1311,1311,1311,1.4438047653565358e+18,2021-10-01 05:07:35+00:00,['1443804765356535827'],@officialKeef Who’s the picture of?, who’s the picture of,True,False
1312,1312,1312,1.4437852483162112e+18,2021-10-01 03:50:02+00:00,['1443785248316211202'],@Gordon_998877 @BBCPolitics @bbclaurak @jeremycorbyn @Conservatives Yeah right. Like you know.  https://t.co/ONJHdMcaZI,     yeah right like you know  ,True,False
1314,1314,1314,1.4437837825160724e+18,2021-10-01 03:44:12+00:00,['1443783782516072451'],@BBCPolitics @bbclaurak Don’t they all though?,  don’t they all though,True,False
1315,1315,1315,1.4437755666043904e+18,2021-10-01 03:11:33+00:00,['1443775566604390405'],@adrianhughes0 Now is not not the time to change the pm or national falling industry. No meaningful right thinking person is supporting starmer., now is not not the time to change the pm or national falling industry no meaningful right thinking person is supporting starmer,True,False
1317,1317,1317,1.4437745620013588e+18,2021-10-01 03:07:34+00:00,['1443774562001358853'],@BBCBreakfast What a silly thing to say., what a silly thing to say,True,False
1318,1318,1318,1.4437608438213632e+18,2021-10-01 02:13:03+00:00,['1443760843821363203'],@BritainElects @YouGov U need farage 2stand against all the Tory strongholds like they did against Labour’s last election &amp; hope Tory has a referendum proposal or daft new brexit stance 2win &amp;all aspects of the mainstream media against theirleader as well as Tory MPs slandering their leader with lies.,  u need farage 2stand against all the tory strongholds like they did against labour’s last election amp hope tory has a referendum proposal or daft new brexit stance 2win ampall aspects of the mainstream media against theirleader as well as tory mps slandering their leader with lies,True,False
1319,1319,1319,1.4437605117625016e+18,2021-10-01 02:11:44+00:00,['1443760511762501633'],@NadiaWhittomeMP @socialistcam U need farage 2stand against all the Tory strongholds like they did against Labour’s last election &amp; hope Tory has a referendum proposal or daft new brexit stance 2win &amp;all aspects of the mainstream media against theirleader as well as Tory MPs slandering their leader with lies.,  u need farage 2stand against all the tory strongholds like they did against labour’s last election amp hope tory has a referendum proposal or daft new brexit stance 2win ampall aspects of the mainstream media against theirleader as well as tory mps slandering their leader with lies,True,False
1321,1321,1321,1.4437597022491812e+18,2021-10-01 02:08:31+00:00,['1443759702249181188'],@PhillipsBarrie What rot  from starmer, what rot  from starmer,True,False
1323,1323,1323,1.4437585129837486e+18,2021-10-01 02:03:47+00:00,['1443758512983748620'],@DavidLammy @UKLabour U need farage 2stand against all the Tory strongholds like they did against Labour’s last election &amp; hope Tory has a referendum proposal or daft new brexit stance 2win &amp;all aspects of the mainstream media against theirleader as well as Tory MPs slandering their leader with lies.,  u need farage 2stand against all the tory strongholds like they did against labour’s last election amp hope tory has a referendum proposal or daft new brexit stance 2win ampall aspects of the mainstream media against theirleader as well as tory mps slandering their leader with lies,True,False
1324,1324,1324,1.4437570080674693e+18,2021-10-01 01:57:49+00:00,['1443757008067469316'],@PhilipJCollins1 U need farage 2stand against all the Tory strongholds like they did against Labour’s last election &amp; hope Tory has a referendum proposal or daft new brexit stance 2win &amp;all aspects of the mainstream media against theirleader as well as Tory MPs slandering their leader with lies., u need farage 2stand against all the tory strongholds like they did against labour’s last election amp hope tory has a referendum proposal or daft new brexit stance 2win ampall aspects of the mainstream media against theirleader as well as tory mps slandering their leader with lies,True,False
1326,1326,1326,1.443583380906414e+18,2021-09-30 14:27:53+00:00,['1443583380906414081'],@BritainElects @YouGov Did it work ? https://t.co/miIW8us39X,  did it work  ,True,False
1330,1330,1330,1.4435804819796296e+18,2021-09-30 14:16:21+00:00,['1443580481979629580'],@danbloom1 Most electorate didn’t even know the great policy’s because Corbyn was answering antisemitism questions by right wing press and right wing Labour MPs ., most electorate didn’t even know the great policy’s because corbyn was answering antisemitism questions by right wing press and right wing labour mps ,True,False
1332,1332,1332,1.443578889322713e+18,2021-09-30 14:10:02+00:00,['1443578889322713098'],@SpiritofJD @Keir_Starmer Unfortunately you must stop looking at the forest and study the trees a bit more in detail.,  unfortunately you must stop looking at the forest and study the trees a bit more in detail,True,False
1334,1334,1334,1.4434671476367729e+18,2021-09-30 06:46:00+00:00,['1443467147636772867'],@thepileus 1 because they can tap yarns, 1 because they can tap yarns,True,False
1335,1335,1335,1.4434572354352783e+18,2021-09-30 06:06:37+00:00,['1443457235435278342'],@rachshabi @mattzarb That’s what i heard. I’ve listened again too. They are lying.,  that’s what i heard i’ve listened again too they are lying,True,False
1338,1338,1338,1.443456126918533e+18,2021-09-30 06:02:13+00:00,['1443456126918533122'],"@TiaKinay @Leesh_ACAB Next year they will have draconian methods to make them all obey, be seen and not heard.",  next year they will have draconian methods to make them all obey be seen and not heard,True,False
1340,1340,1340,1.4434555383025377e+18,2021-09-30 05:59:53+00:00,['1443455538302537728'],@MrsMurphySoton @OwenJones84 They don’t,  they don’t,True,False
1342,1342,1342,1.4434551936481772e+18,2021-09-30 05:58:30+00:00,['1443455193648177153'],Finally the truth https://t.co/lb6pTG6NxJ,finally the truth ,True,False
1344,1344,1344,1.4434544663222725e+18,2021-09-30 05:55:37+00:00,['1443454466322272257'],@AntonySCardiff @rudetoonsart @SebastianEPayne Yes Farage stood down against all Tory strongholds. Gave them the gift of the election,   yes farage stood down against all tory strongholds gave them the gift of the election,True,False
1347,1347,1347,1.4434515849780306e+18,2021-09-30 05:44:10+00:00,['1443451584978030594'],@DrewLawDesign Marilyn https://t.co/N07f5RN6ke, marilyn ,True,False
1348,1348,1348,1.4434472068167148e+18,2021-09-30 05:26:46+00:00,['1443447206816714754'],@hilarybennmp @Keir_Starmer Labour flatlined yesterday so be honest your father now he did speeches.,  labour flatlined yesterday so be honest your father now he did speeches,True,False
1352,1352,1352,1.4434453028039803e+18,2021-09-30 05:19:12+00:00,['1443445302803980288'],"Well conference is over Labour socialism battered &amp; betrayed but Brown &amp; Miliband tried winning &amp; Blair haemorrhaged the voters confidence year on year after ‘97 victory. Centrism robbed Labour 2019 with peoples brexit malarkey, false allegations &amp; lies. Has Labour had its day?",well conference is over labour socialism battered amp betrayed but brown amp miliband tried winning amp blair haemorrhaged the voters confidence year on year after ‘97 victory centrism robbed labour 2019 with peoples brexit malarkey false allegations amp lies has labour had its day,True,False
1353,1353,1353,1.4433859652429865e+18,2021-09-30 01:23:25+00:00,['1443385965242986499'],@jonnyhawke @johnmcdonnellMP Track and trace. The DUP,  track and trace the dup,True,False
1354,1354,1354,1.4433853966043095e+18,2021-09-30 01:21:10+00:00,['1443385396604309506'],@johnmcdonnellMP Lammy is not genuine and is a disappointment., lammy is not genuine and is a disappointment,True,False
1355,1355,1355,1.443203814450991e+18,2021-09-29 13:19:37+00:00,['1443203814450991114'],True https://t.co/6g2nNImqia,true ,True,False
1358,1358,1358,1.4432024904895242e+18,2021-09-29 13:14:21+00:00,['1443202490489524226'],"@Keir_Starmer Forde report would be very honourable, yes?", forde report would be very honourable yes,True,False
1362,1362,1362,1.443192789710393e+18,2021-09-29 12:35:48+00:00,['1443192789710393347'],Labour uk - falsely applauding cliche after cliche. So afraid are the attendees to be expelled. What happened to his ten pledges for leadership? https://t.co/lm38p21yoy,labour uk  falsely applauding cliche after cliche so afraid are the attendees to be expelled what happened to his ten pledges for leadership ,True,False
1363,1363,1363,1.443191802379518e+18,2021-09-29 12:31:53+00:00,['1443191802379517957'],false smiling and clapping is killing me. Im trying to be optimistic- I just finding it hard. https://t.co/6PKwwMg3gw,false smiling and clapping is killing me im trying to be optimistic i just finding it hard ,True,False
1364,1364,1364,1.4431898071785185e+18,2021-09-29 12:23:57+00:00,['1443189807178518530'],@TheMattWain Black star, black star,True,False
1365,1365,1365,1.443189346341884e+18,2021-09-29 12:22:07+00:00,['1443189346341883910'],@UKLabour @Keir_Starmer Poor old kier falling flat. oh dear. https://t.co/LaJJrVkpZl,  poor old kier falling flat oh dear ,True,False
1367,1367,1367,1.443186870012334e+18,2021-09-29 12:12:17+00:00,['1443186870012334084'],@carolynharris24 @Keir_Starmer Electric? Come on it really isn’t.,  electric come on it really isn’t,True,False
1368,1368,1368,1.4431866468417083e+18,2021-09-29 12:11:24+00:00,['1443186646841708553'],Wasn’t Keith’s dad the owner and not the worker?,wasn’t keith’s dad the owner and not the worker,True,False
1371,1371,1371,1.4431408911333212e+18,2021-09-29 09:09:35+00:00,['1443140891133321224'],@movetotheleft2 @whitegoldslayer @BeckettUnite Terrible idea,   terrible idea,True,False
